UDA_DDA;0.50000;0.00000
UDA_DDA;1.00000;1.00000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.42857;0.00000
UDA_DDA;0.80000;0.40000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.50000;0.00000
UDA_DDA;0.33333;0.16667
UDA_DDA;0.50000;0.00000
UDA_DDA;1.00000;1.00000
UDA_DDA;0.50000;0.00000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.66667;0.33333
UDA_DDA;0.33333;0.16667
UDA_DDA;0.37500;0.25000
UDA_DDA;0.20000;0.00000
UDA_DDA;0.50000;0.00000
UDA_DDA;0.66667;0.66667
UDA_DDA;0.33333;0.00000
UDA_DDA;0.16667;0.16667
UDA_DDA;0.26667;0.06667
UDA_DDA;0.80000;0.80000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.25000;0.00000
UDA_DDA;0.40000;0.20000
UDA_DDA;0.41176;0.29412
UDA_DDA;0.20000;0.00000
UDA_DDA;0.28571;0.00000
UDA_DDA;0.22222;0.00000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.40000;0.00000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.25000;0.00000
UDA_DDA;0.50000;0.16667
UDA_DDA;0.40000;0.20000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.25000;0.00000
UDA_DDA;0.30000;0.10000
UDA_DDA;0.20000;0.00000
UDA_DDA;0.40000;0.20000
UDA_DDA;0.37500;0.12500
UDA_DDA;0.27273;0.00000
UDA_DDA;0.37500;0.18750
UDA_DDA;0.40000;0.30000
UDA_DDA;0.27778;0.11111
UDA_DDA;0.33333;0.00000
UDA_DDA;0.20000;0.00000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.14286;0.00000
UDA_DDA;0.33333;0.11111
UDA_DDA;0.40000;0.10000
UDA_DDA;0.40000;0.20000
UDA_DDA;0.30000;0.10000
UDA_DDA;0.20000;0.20000
UDA_DDA;0.14286;0.00000
UDA_DDA;0.43750;0.12500
UDA_DDA;0.33333;0.16667
UDA_DDA;0.28571;0.21429
UDA_DDA;0.40000;0.20000
UDA_DDA;0.37500;0.12500
UDA_DDA;0.25000;0.00000
UDA_DDA;0.40000;0.00000
UDA_DDA;0.42857;0.00000
UDA_DDA;0.25000;0.00000
UDA_DDA;0.37500;0.37500
UDA_DDA;0.44444;0.11111
UDA_DDA;0.28571;0.00000
UDA_DDA;0.21429;0.07143
UDA_DDA;0.21429;0.00000
UDA_DDA;0.28571;0.00000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.60000;0.20000
UDA_DDA;0.25000;0.00000
UDA_DDA;0.37500;0.12500
UDA_DDA;0.40000;0.00000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.21429;0.00000
UDA_DDA;0.50000;0.00000
UDA_DDA;0.42857;0.14286
UDA_DDA;0.16667;0.00000
UDA_DDA;0.22222;0.11111
UDA_DDA;0.33333;0.00000
UDA_DDA;0.37500;0.12500
UDA_DDA;0.30000;0.00000
UDA_DDA;0.50000;0.00000
UDA_DDA;0.25000;0.00000
UDA_DDA;0.42857;0.28571
UDA_DDA;0.25000;0.00000
UDA_DDA;0.42857;0.28571
UDA_DDA;0.40000;0.00000
UDA_DDA;0.28571;0.14286
UDA_DDA;0.28571;0.14286
UDA_DDA;0.23529;0.00000
UDA_DDA;0.40000;0.00000
UDA_DDA;0.23077;0.07692
UDA_DDA;0.50000;0.12500
UDA_DDA;0.20000;0.00000
UDA_DDA;0.28571;0.00000
UDA_DDA;0.33333;0.11111
UDA_DDA;0.20000;0.00000
UDA_DDA;0.37500;0.00000
UDA_DDA;0.28571;0.14286
UDA_DDA;0.35714;0.07143
UDA_DDA;0.42857;0.00000
UDA_DDA;0.20000;0.00000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.50000;0.16667
UDA_DDA;0.40000;0.20000
UDA_DDA;0.40000;0.20000
UDA_DDA;0.16667;0.00000
UDA_DDA;0.20000;0.00000
