UDA_DDA;0.75000;0.50000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.50000;0.25000
UDA_DDA;1.00000;1.00000
UDA_DDA;0.80000;0.80000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.50000;0.00000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.57143;0.42857
UDA_DDA;0.22222;0.22222
UDA_DDA;0.50000;0.25000
UDA_DDA;0.20000;0.00000
UDA_DDA;0.25000;0.00000
UDA_DDA;0.25000;0.12500
UDA_DDA;0.33333;0.16667
UDA_DDA;0.25000;0.00000
UDA_DDA;0.37500;0.12500
UDA_DDA;0.33333;0.16667
UDA_DDA;1.00000;1.00000
UDA_DDA;0.31250;0.25000
UDA_DDA;0.45161;0.32258
UDA_DDA;0.25000;0.00000
UDA_DDA;0.28571;0.00000
UDA_DDA;0.50000;0.33333
UDA_DDA;0.42857;0.28571
UDA_DDA;0.66667;0.33333
UDA_DDA;0.33333;0.22222
UDA_DDA;0.60000;0.40000
UDA_DDA;0.60000;0.40000
UDA_DDA;0.75000;0.50000
UDA_DDA;0.50000;0.50000
UDA_DDA;0.50000;0.00000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.66667;0.33333
UDA_DDA;0.66667;0.33333
UDA_DDA;0.75000;0.50000
UDA_DDA;0.50000;0.00000
UDA_DDA;0.80000;0.80000
UDA_DDA;0.50000;0.00000
UDA_DDA;0.37500;0.25000
UDA_DDA;0.75000;0.75000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.75000;0.75000
UDA_DDA;0.33333;0.33333
UDA_DDA;0.66667;0.44444
UDA_DDA;0.60000;0.40000
UDA_DDA;0.80000;0.80000
UDA_DDA;0.40000;0.00000
UDA_DDA;0.75000;0.25000
UDA_DDA;0.60000;0.40000
UDA_DDA;0.57143;0.42857
UDA_DDA;0.50000;0.40000
UDA_DDA;0.48485;0.39394
UDA_DDA;0.33333;0.33333
UDA_DDA;0.50000;0.00000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.42857;0.14286
UDA_DDA;1.00000;1.00000
UDA_DDA;0.66667;0.50000
UDA_DDA;0.44444;0.33333
UDA_DDA;1.00000;1.00000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.66667;0.66667
UDA_DDA;0.66667;0.66667
UDA_DDA;0.75000;0.75000
UDA_DDA;0.33333;0.00000
UDA_DDA;1.00000;1.00000
UDA_DDA;0.66667;0.33333
UDA_DDA;0.25000;0.00000
UDA_DDA;0.66667;0.66667
UDA_DDA;0.33333;0.33333
UDA_DDA;0.42857;0.28571
UDA_DDA;0.60000;0.40000
UDA_DDA;0.60000;0.40000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.60000;0.40000
UDA_DDA;0.66667;0.66667
UDA_DDA;0.40000;0.00000
UDA_DDA;0.66667;0.66667
UDA_DDA;0.80000;0.60000
UDA_DDA;0.57143;0.42857
UDA_DDA;1.00000;1.00000
UDA_DDA;0.50000;0.43750
UDA_DDA;0.35294;0.08824
UDA_DDA;0.48276;0.24138
UDA_DDA;0.16667;0.00000
UDA_DDA;1.00000;1.00000
UDA_DDA;0.36364;0.18182
UDA_DDA;0.40000;0.20000
UDA_DDA;0.75000;0.50000
UDA_DDA;0.28571;0.14286
UDA_DDA;0.60000;0.20000
UDA_DDA;1.00000;1.00000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.66667;0.33333
UDA_DDA;0.60000;0.40000
UDA_DDA;0.66667;0.33333
UDA_DDA;0.66667;0.33333
UDA_DDA;0.66667;0.33333
UDA_DDA;0.60000;0.40000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.60000;0.20000
UDA_DDA;0.57143;0.42857
UDA_DDA;0.50000;0.25000
UDA_DDA;0.60000;0.20000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.33333;0.00000
UDA_DDA;0.66667;0.33333
UDA_DDA;0.60000;0.40000
UDA_DDA;0.37500;0.25000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.50000;0.40000
UDA_DDA;0.50000;0.50000
UDA_DDA;0.27273;0.18182
UDA_DDA;0.46154;0.38462
UDA_DDA;0.35714;0.14286
UDA_DDA;0.50000;0.00000
UDA_DDA;0.70000;0.40000
UDA_DDA;0.37500;0.25000
UDA_DDA;0.50000;0.33333
UDA_DDA;0.50000;0.25000
UDA_DDA;0.75000;0.75000
UDA_DDA;0.00000;0.00000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.50000;0.25000
UDA_DDA;0.62500;0.50000
UDA_DDA;0.75000;0.75000
UDA_DDA;0.66667;0.50000
UDA_DDA;1.00000;1.00000
